led1.x,led1.y,led2.x,led2.y,led3.x,led3.y,led4.x,led4.y,temperatura,tempo
94.0770721169,499.776225095,94.4990973635,155.993998141,322.852621753,157.076333481,324.384901135,498.827836972,25,2.91101694107
94.0704570058,499.776778779,94.5210569193,156.007305118,322.874967446,157.085772532,324.400913259,498.81839738,25,2.94687104225
94.0910173175,499.792757497,94.4937468953,156.000779638,322.868692909,157.077278187,324.388998671,498.826657178,25,2.98074197769
94.0841083754,499.788332037,94.5137417018,155.991504854,322.841796484,157.076156292,324.389967233,498.832713572,25,3.01796197891
94.0828272181,499.784155566,94.4997938887,156.013589887,322.857234912,157.063442344,324.386509452,498.820806829,25,3.05526089668
94.099687871,499.778667594,94.4762456274,156.013453685,322.853993147,157.084653121,324.391114896,498.846235449,25,3.08898496628
94.0655687605,499.786076695,94.5108959531,156.02171783,322.862189904,157.077871511,324.382639246,498.828867905,25,3.12393188477
94.0829970652,499.788837611,94.4987712505,156.004355787,322.863498088,157.085915646,324.387617976,498.840189627,25,3.16027188301
94.0732132363,499.788180573,94.5160516441,156.008429449,322.853061816,157.085907126,324.376595911,498.830660249,25,3.19854092598
94.0736515768,499.762989104,94.4800493042,156.012954144,322.858119708,157.071566714,324.390870352,498.818974701,25,3.2368850708
94.0847255221,499.780919686,94.4968847195,156.008928451,322.872277904,157.090575012,324.382526004,498.852901148,25,3.27386808395
94.0767481506,499.787782559,94.494351362,156.010063346,322.862418411,157.072596837,324.388407278,498.826591264,25,3.30981588364
94.0684993887,499.783986139,94.4980269147,156.004615926,322.850020624,157.081322603,324.383355033,498.831530949,25,3.34358906746
94.0753011954,499.774450394,94.4966363563,156.006384024,322.853781605,157.090695413,324.371762301,498.840385637,25,3.38066506386
94.079372333,499.772775622,94.4975532871,156.019849863,322.875926488,157.070513041,324.385014128,498.827595512,25,3.41606402397
94.0789996649,499.776213596,94.520058143,156.005319677,322.860494625,157.083186359,324.38930487,498.845982797,25,3.45337295532
94.0778638396,499.784004662,94.4941154292,156.010237403,322.879634675,157.079133527,324.378266953,498.839668565,25,3.48887205124
94.0653707519,499.78331667,94.478025218,156.024731107,322.845765766,157.079989655,324.397676556,498.82770846,25,3.52349805832
94.0663719435,499.792256035,94.5117978153,156.006600377,322.86942039,157.102782474,324.393210803,498.829533557,25,3.55845403671
94.082411532,499.790886801,94.5058903718,155.997924906,322.879807908,157.061063751,324.386378959,498.828387179,25,3.59418296814
94.0798988125,499.790856319,94.4972432445,156.028931618,322.85891148,157.059801059,324.383698556,498.832907749,25,3.62840509415
94.0738803098,499.784595892,94.4906330613,156.007240804,322.85191402,157.080099022,324.386058192,498.830054266,25,3.66411995888
94.0699958677,499.77841555,94.4896326151,156.011601096,322.857806746,157.08119782,324.383946511,498.835234359,25,3.70884799957
94.088146541,499.780743429,94.4990814256,156.012476109,322.863906243,157.092157353,324.403780443,498.829996983,25,3.7468020916
94.066188291,499.788975219,94.5026960326,156.013432185,322.847477141,157.078920018,324.39334462,498.84934178,25,3.78156208992
94.0776959477,499.791801187,94.493530692,156.004374589,322.860382121,157.064309186,324.390352764,498.845774426,25,3.82947587967
94.0711934753,499.783884412,94.4894988553,156.002560311,322.873176346,157.074675129,324.378922576,498.842842958,25,3.86864900589
94.0856035619,499.796124666,94.5028177623,156.01433043,322.863456239,157.092781194,324.400409089,498.837256535,25,3.90601587296
94.0836216075,499.7840274,94.5051574865,156.006924926,322.875684697,157.067580918,324.396711437,498.817362655,25,3.94677495956
94.0605952457,499.783335489,94.5013736911,156.018984209,322.867784993,157.065930808,324.386913163,498.832144146,25,3.98927903175
94.0678095303,499.791667186,94.48883814,156.012904507,322.870690056,157.074239802,324.382696453,498.844470674,25,4.03673005104
94.067569212,499.779618472,94.4914075059,156.001297838,322.856591988,157.076552565,324.376916338,498.846076693,25,4.08859610558
94.0768114361,499.782677558,94.5064924572,156.006921697,322.864943317,157.106427895,324.387493636,498.841309424,25,4.13872909546
94.080596824,499.768128513,94.495833137,155.982587023,322.847629254,157.08515525,324.371973037,498.82599581,25,4.17591810226
94.0922229118,499.784417132,94.5079626144,156.007992916,322.87373833,157.081624993,324.366812,498.836605261,25,4.2242898941
94.0802216255,499.776737426,94.5111797154,156.00573336,322.869031521,157.094424591,324.367294503,498.837599218,25,4.26665306091
94.0811228291,499.791864492,94.5027642643,156.003771595,322.858829228,157.094124765,324.392102313,498.83970142,25,4.30786299706
94.0633815657,499.768585833,94.5079288116,156.007082814,322.850769968,157.077627822,324.384565109,498.831884058,25,4.36069607735
94.0757186506,499.790849286,94.5036252373,156.003453569,322.868184671,157.097778337,324.398892027,498.834034771,25,4.41211700439
94.0569313759,499.787221574,94.4904062189,155.995464391,322.857145812,157.069025191,324.388757046,498.850680143,25,4.46144008636
94.0782940058,499.784004551,94.4985436771,155.991073607,322.848421408,157.068976272,324.375025607,498.83919519,25,4.51149010658
94.0718308608,499.781706201,94.4835415142,156.013024132,322.875626511,157.080021089,324.390713009,498.840846823,25,4.5644390583
94.0664565451,499.788989982,94.4946898677,156.003152917,322.865741627,157.085190225,324.384417504,498.828557034,25,4.62196707726
94.0602997761,499.785110038,94.4962304262,156.019668439,322.851699951,157.081655889,324.390561168,498.834437172,25,4.68536305428
94.0708258993,499.784780534,94.5004299588,156.004955885,322.862119493,157.090095883,324.393827764,498.838306358,25,4.74479293823
94.072349645,499.781792959,94.5047846366,156.005372932,322.855919332,157.086689756,324.39408771,498.842771943,25,4.79718899727
94.090253366,499.787119846,94.4978536873,156.009177569,322.857819219,157.07226239,324.384689154,498.846884329,25,4.85484695435
94.0706621026,499.777905077,94.5002371254,155.975106875,322.871345866,157.084494374,324.390084562,498.832893042,25,4.91470193863
94.0967421664,499.789623312,94.4977155502,155.996519895,322.87692541,157.087795942,324.385476159,498.838678669,25,4.97304797173
94.0931479252,499.788464177,94.5068897356,156.009923709,322.866004548,157.074468544,324.393425634,498.840847156,25,5.02977991104
94.0740306971,499.776501246,94.4977028581,156.009441093,322.870395491,157.07230874,324.387807697,498.832712612,25,5.09102392197
94.0827939729,499.771946081,94.4911506956,156.019248373,322.860791701,157.09252761,324.386859861,498.848732054,25,5.15568995476
94.0875607996,499.780222144,94.4878338828,156.005858508,322.847365375,157.081281348,324.388804104,498.835953345,25,5.20029592514
94.0794082196,499.78614231,94.5104092106,156.013832351,322.85689323,157.083495878,324.396891392,498.835176551,25,5.23417401314
94.067896127,499.784140118,94.5076402679,156.017995019,322.853709876,157.088441034,324.398484925,498.836799007,25,5.27761507034
94.0792430653,499.782698501,94.4854325309,155.998157295,322.852083348,157.083580407,324.386394888,498.84804556,25,5.31334805489
94.085102935,499.782630375,94.5057037929,156.007980602,322.873402151,157.090750911,324.370240972,498.841203765,25,5.3492410183
94.0816540222,499.771379957,94.4880429971,156.018892856,322.86052282,157.080952455,324.397479182,498.838463548,25,5.3831050396
94.0648543127,499.791382464,94.494452817,156.005397486,322.862161514,157.079147772,324.37093661,498.842843789,25,5.42120504379
94.0825963715,499.791259986,94.4986774511,156.023202199,322.857913477,157.080510067,324.377734324,498.839793036,25,5.46048903465
94.0740032156,499.793485847,94.4989804845,156.009067968,322.85367492,157.104375939,324.38028972,498.843295419,25,5.49845194817
94.0919621204,499.782377823,94.4897138235,156.010403055,322.854104056,157.091114312,324.399839496,498.838716662,25,5.53715205193
94.0690253928,499.77878487,94.4940471683,156.01729224,322.858415393,157.079706086,324.394530996,498.843495187,25,5.57331609726
94.0619242428,499.782526436,94.4893535738,156.024717683,322.868592268,157.078355167,324.384719684,498.849708123,25,5.60856604576
94.096586844,499.798382659,94.4850308471,156.005370047,322.849655546,157.077595302,324.392013317,498.841499706,25,5.64548397064
94.0733072955,499.802359294,94.4930389258,156.003783028,322.847880927,157.084728473,324.38573833,498.81554122,25,5.68921089172
94.0854976025,499.783214318,94.4810461036,155.999202296,322.840956018,157.073219832,324.381106815,498.831030354,25,5.72564506531
94.0780108579,499.796569972,94.4968410748,156.013281615,322.862656167,157.077493064,324.381627639,498.830456806,25,5.76314902306
94.057642595,499.777505785,94.4875131956,156.000784582,322.861073265,157.077508978,324.38726258,498.835352399,25,5.7990219593
94.0763434958,499.791585063,94.4992027291,156.004002351,322.869714689,157.084564972,324.400984947,498.830548375,25,5.85189008713
94.0672235258,499.798893449,94.491434612,156.005662566,322.859115879,157.084770487,324.392643729,498.833744356,25,5.89012908936
94.0783238936,499.777041932,94.507136197,156.013048806,322.85200217,157.072589519,324.3917844,498.839607475,25,5.92616605759
94.0840391032,499.776814057,94.4930587952,156.018178664,322.869826041,157.102538186,324.393179971,498.840336802,25,5.96046710014
94.0525763256,499.790256986,94.4920756939,156.006815812,322.861017696,157.063720096,324.382946423,498.838926262,25,5.995429039
94.0733742492,499.784904978,94.485995421,156.01708865,322.862387708,157.080353681,324.397738587,498.831813892,25,6.02881789207
94.0649554904,499.792612233,94.4944218401,156.010134919,322.876528707,157.060021772,324.386165214,498.840042052,25,6.06571388245
94.0803343004,499.781043847,94.4929612545,156.006243573,322.863775207,157.06465212,324.393465329,498.835575665,25,6.10079789162
94.0700627912,499.79466353,94.4890358698,156.016997934,322.866188012,157.087546252,324.38705603,498.820651351,25,6.13888502121
94.0845440972,499.767795189,94.5113616673,155.991934873,322.872458707,157.084870664,324.379481404,498.84091404,25,6.17521190643
94.0724920103,499.788781667,94.4867912528,156.009539978,322.863673874,157.071096188,324.3811333,498.832007039,25,6.21156287193
94.0689577812,499.783196312,94.4991962511,156.008345523,322.847017904,157.08004849,324.388453422,498.843400638,25,6.24507904053
94.0769296678,499.795689745,94.4780190206,155.99685121,322.876536916,157.076482837,324.376498171,498.843033848,25,6.28097701073
94.0706222416,499.808124573,94.4871716868,155.994828337,322.85606221,157.061716153,324.400401844,498.838516862,25,6.32151293755
94.0809171872,499.783108828,94.5071766389,156.007250694,322.858641557,157.060289094,324.392817161,498.839725612,25,6.36275601387
94.077851537,499.798760886,94.4938099451,155.987017706,322.850505468,157.082946698,324.375742151,498.832663143,25,6.3975520134
94.0768360596,499.790154601,94.4846818209,156.000578584,322.860217797,157.079194113,324.375368418,498.843053694,25,6.4398419857
94.0731514975,499.78876194,94.4920710533,156.02255891,322.861627541,157.062441121,324.38426392,498.846511635,25,6.47893404961
94.0699288054,499.774754046,94.5077566998,156.000238978,322.857022035,157.093210851,324.384831542,498.848703657,25,6.52068305016
94.069155112,499.793817277,94.4932175828,156.004925627,322.871067736,157.073345981,324.406176272,498.851523157,25,6.55784702301
94.0661471138,499.78683886,94.487740339,155.992792984,322.846536402,157.088377359,324.376664119,498.839969134,25,6.60484194756
94.0849481271,499.78162876,94.4864352272,156.000516641,322.869713133,157.077477229,324.37256627,498.844483544,25,6.64215707779
94.0715881543,499.782337673,94.4887045606,156.00971428,322.875720999,157.069820961,324.40075709,498.83437331,25,6.67777609825
94.0785540997,499.785101599,94.4966065157,155.990747644,322.862900878,157.106910437,324.3894038,498.847720546,25,6.72036099434
94.074791182,499.77098969,94.4962886018,156.015133481,322.871760921,157.077456873,324.38779184,498.831239886,25,6.75787806511
94.0645595451,499.806932147,94.4872413249,155.995096047,322.855397051,157.080446277,324.394650577,498.850985507,25,6.80398607254
94.0673480582,499.792529834,94.4852715996,156.014669507,322.854513408,157.094894246,324.390156948,498.834563078,25,6.84293889999
94.0643406204,499.78251104,94.4925539147,156.005305651,322.857101729,157.079724099,324.385669031,498.838439613,25,6.87849402428
94.0672099219,499.793523005,94.4884074573,155.997293419,322.872101018,157.08687426,324.399015482,498.840894434,25,6.91303396225
94.0722173313,499.795722867,94.4946349423,156.014440828,322.869524213,157.088902222,324.386293325,498.838365249,25,6.94983506203
94.071808233,499.790903439,94.4970311315,156.018460628,322.858538468,157.082408239,324.378123161,498.84075054,25,6.99023008347
94.0691731923,499.773177653,94.5049134159,156.023191727,322.851345695,157.091643341,324.395767931,498.839673698,25,7.02560901642
94.0770330769,499.778709822,94.4923364561,156.009003571,322.869570681,157.060741937,324.398093244,498.84200427,25,7.06338095665
94.0791429671,499.776222992,94.4861349009,156.004901574,322.849155817,157.092157686,324.393076447,498.823802672,25,7.10151004791
94.0682442166,499.800323919,94.4962922339,156.015655386,322.876774246,157.080314725,324.38220977,498.839208682,25,7.14517498016
94.073522948,499.777175794,94.483861959,155.999853635,322.869557129,157.081949055,324.381949571,498.843096856,25,7.19483709335
94.0794451509,499.805389847,94.4957458514,156.007132029,322.85832005,157.071630959,324.388613722,498.839632368,25,7.23580002785
94.0683658577,499.788360687,94.489112927,156.007540247,322.867921244,157.072208866,324.39447109,498.835501576,25,7.28163003922
94.0869246647,499.783729726,94.4968108285,156.016081298,322.847000419,157.083895606,324.38159515,498.833531843,25,7.32137989998
94.0868990287,499.802645925,94.5065494834,156.011282985,322.848953083,157.069037415,324.379669372,498.833199202,25,7.35666704178
94.0740039163,499.791550287,94.4963312933,156.000612012,322.858983015,157.081468366,324.382181964,498.856162418,25,7.39127397537
94.0566904695,499.802948266,94.4828289589,156.00765138,322.853117356,157.072975903,324.387235049,498.845584248,25,7.43360590935
94.0704676499,499.792685112,94.4874640762,155.99746895,322.861459686,157.081197965,324.378747289,498.830126246,25,7.48182892799
94.0846237008,499.799523629,94.4880800437,155.996324043,322.859535385,157.085909262,324.387496415,498.851890182,25,7.520154953
94.0562662955,499.791345301,94.5013920224,156.003873454,322.874766616,157.065449165,324.392497248,498.843458716,25,7.57057189941
94.0868794299,499.807621894,94.468020909,155.999236431,322.869372909,157.077356891,324.381628897,498.852445019,25,7.60826301575
94.0632042108,499.790726745,94.4957932429,156.008389956,322.839790829,157.069757144,324.381021521,498.847015517,25,7.64345598221
94.0751794696,499.790845103,94.4878220605,155.997220746,322.843483518,157.068493292,324.395135064,498.845861978,25,7.68138408661
94.0695949534,499.784327588,94.4981236444,156.014677943,322.864953897,157.081377249,324.398050872,498.841744406,25,7.71819901466
94.0722114564,499.808567049,94.5004297288,156.008534028,322.846565017,157.084206994,324.388596981,498.8580331,25,7.75487995148
94.0525030734,499.78279845,94.4988934497,156.003510667,322.85160117,157.093951825,324.404953767,498.835952813,25,7.79082798958
94.0848955272,499.793424054,94.5133905962,156.008776195,322.869474754,157.079643808,324.388115078,498.848153449,25,7.82680892944
94.0634036815,499.794378684,94.4916555199,156.010413144,322.856250883,157.079287591,324.391500098,498.855770562,25,7.86322307587
94.0677938904,499.793153464,94.4930700065,156.01898073,322.860658648,157.077495347,324.390875521,498.844693958,25,7.89797306061
94.0785853576,499.786802133,94.4929224693,155.993173947,322.866903922,157.078378648,324.385500217,498.830572012,25,7.9397289753
94.0566633635,499.79802994,94.494220907,155.999638491,322.866470038,157.070939621,324.386538467,498.841898881,25,7.97729110718
94.0630967949,499.799088199,94.4822657482,155.992571786,322.863619076,157.070644458,324.399202921,498.84489491,25,8.02666401863
94.0699583285,499.786833353,94.4936676279,155.999411177,322.887069573,157.085111258,324.403282869,498.851906017,25,8.06266403198
94.0656568411,499.787735621,94.4748000659,155.997661688,322.87657468,157.081203044,324.401902175,498.847328563,25,8.10530591011
94.0798529799,499.793243245,94.5022113659,156.006742605,322.858137241,157.085981029,324.390634034,498.839948095,25,8.1432158947
94.0613324115,499.798763292,94.4742570662,156.027652807,322.855249629,157.077832947,324.388677058,498.834587496,25,8.18458890915
94.0717919218,499.796516024,94.4857161126,156.01600354,322.872642371,157.06511966,324.392252888,498.860258458,25,8.22048902512
94.0676073329,499.788315809,94.486113004,156.00533371,322.85018646,157.083280654,324.392941495,498.831257444,25,8.2567589283
94.0590226554,499.792093444,94.4712640389,156.01805265,322.852126998,157.07732723,324.401013034,498.856791867,25,8.29152488708
94.0621701593,499.787099147,94.4886949003,156.008362746,322.866953026,157.07746331,324.392806038,498.838776311,25,8.3388478756
94.0770722936,499.792205829,94.4911297554,156.000112718,322.863712422,157.056848672,324.383588766,498.862572534,25,8.37498402596
94.0676574165,499.792290172,94.4852225907,156.000361717,322.862503959,157.068364136,324.376711331,498.851543064,25,8.40927600861
94.0713558929,499.804627522,94.4795790579,155.993979088,322.855580012,157.079881025,324.393684939,498.848862424,25,8.4447889328
94.0673977895,499.806000608,94.4915921649,156.017636521,322.868154752,157.102484296,324.389171485,498.848204358,25,8.48071289062
94.0621330762,499.790586502,94.4959374201,156.011585751,322.857860966,157.0783789,324.386876859,498.843661998,25,8.53033900261
94.0846372744,499.770157097,94.4780679119,155.999653699,322.852381379,157.077806404,324.374360505,498.836204212,25,8.56937098503
94.071270949,499.784742503,94.4965335944,156.012296405,322.841642981,157.084503815,324.3858438,498.847424322,25,8.6038749218
94.0662197815,499.786689696,94.4930785108,156.004541991,322.858090167,157.081717871,324.386776907,498.852841868,25,8.63887500763
94.0773812307,499.79678856,94.4912037317,155.991166737,322.848733751,157.076007652,324.389581482,498.849364116,25,8.67485904694
94.0701114305,499.793080691,94.4753735045,156.012269949,322.878055839,157.08236123,324.390330632,498.85279507,25,8.70888400078
94.0473787623,499.787011204,94.4883042805,156.000030287,322.865469091,157.06545566,324.383344966,498.850873575,25,8.75752687454
94.0725657262,499.787586166,94.4957066671,155.992326845,322.86182949,157.073026265,324.386521393,498.838617973,25,8.7933371067
94.0707355374,499.789689328,94.4879870228,156.006473445,322.854695862,157.070704147,324.380277038,498.844608803,25,8.83066010475
94.0762985951,499.79769149,94.4752160685,155.99759363,322.878563004,157.079628785,324.394313875,498.840811875,25,8.867634058
94.0878921587,499.783779868,94.4884188123,155.994554875,322.876566675,157.08878915,324.39005191,498.854920807,25,8.90330791473
94.0779864672,499.792978461,94.4858509534,156.001741395,322.852001268,157.066373602,324.389232238,498.848792206,25,8.93891310692
94.0715846092,499.788770712,94.5011307101,155.994628076,322.872476699,157.066055991,324.397977838,498.848189339,25,8.97343397141
94.0642568592,499.78537321,94.4783904946,155.995278228,322.851023147,157.089582834,324.384845117,498.829543243,25,9.03065109253
94.0685902756,499.801366013,94.5066058628,156.000800405,322.856809154,157.0649718,324.381578018,498.835714152,25,9.07212805748
94.0691245316,499.803065557,94.4910020347,156.017459517,322.846629583,157.08451976,324.380064961,498.829052618,25,9.10983705521
94.0860241834,499.773699301,94.4942555599,156.011884005,322.869953644,157.082392471,324.378821836,498.842944169,25,9.14427804947
94.069658093,499.788389799,94.4931429705,155.988863001,322.868612096,157.072536122,324.389560318,498.834854327,25,9.17928600311
94.0684429658,499.789772418,94.4820214437,156.01878093,322.877234118,157.075997025,324.391294948,498.835918752,25,9.21681809425
94.0706476449,499.799924611,94.4846721613,156.00567405,322.842051953,157.089710949,324.396343091,498.829507705,25,9.25523996353
94.0663754302,499.791348565,94.5023077117,156.008840764,322.869389737,157.072464642,324.392526503,498.836980395,25,9.29133200645
94.0675699471,499.793629769,94.4884748613,156.0198453,322.884192797,157.079809255,324.386020704,498.851792533,25,9.32907295227
94.0691927666,499.788000168,94.4914303018,156.016998082,322.857323676,157.068642241,324.378730014,498.851011449,25,9.36525607109
94.0641542643,499.769654915,94.4862961195,156.017953563,322.868500881,157.082558604,324.384123388,498.837757755,25,9.39988303185
